start,end,today,diviceid,titre_entretien,date_enquete,enqueteur,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,genre_informateur,age_informateur,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
,,,,,,,,,,,haut_mbomou,obo,mboki,nzango_2,,,,,,,,,,,,non,,,,non,oui,minorite,AC,oui,haut_mbomou,obo,AC,,AC,,,non,,,,,,non,,,,,,,,non,,,,1,1,0,AC,1,0,0,0,0,,,1,1,AC,AC,AC,0,0,0,0,0,,0,,AC,,,AC,,AC,AC,non,non,,minorite,peche_chasse,,AC,non,insecurite,,oui,petit,AC,non,,fievre,,palu,,AC,,non,AC,,,AC,,,,insuffisant,medicament_indispo,,non,,oui,oui,non,mariage_force,,harcelement,,meurtre_blessure_different_group,,AC,,oui,AC,,AC,autorite_locale,,non,,habitat_long_terme,,AC,,urgence,,,oui,non,oui,oui,AC,oui,oui,non,non,,oui,AC,oui,oui,AC,AC,AC,oui,oui,non,,AC,,AC,,inf_trente_min,AC,insuffisant,attente_nb_insuffisant,,,AC,,non,non,,oui,,,AC,moins_moitie,AC,AC,AC,,non,,chef_communaute,,non,non,,AC,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,haut_mbomou,obo,mboki,sodi,,,,,,,,,,,,oui,AC,AC,,oui,oui,minorite,dernier_mois,oui,haut_mbomou,obo,conflits_communautaire,,AC,,,oui,dernier_mois,oui,haut_mbomou,obo,,non,,,,,assistance_humanitaire,,,non,,,,0,1,0,AC,1,0,0,0,0,,,AC,1,AC,AC,0,0,0,0,0,0,,0,,AC,,,oui,,AC,AC,non,non,,minorite,agriculture,,dix_trente,oui,,,oui,AC,non,non,,diarrhee,,palu,,maladie,,oui,poste_sante,,,oui,centre_sante,,inf_trente_min,insuffisant,destruction_catastrophe_naturelle,,oui,,oui,oui,non,mariage_force,,harcelement,,mariage_force,,AC,,non,,,bonne,comite_protection,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,AC,non,oui,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,AC,AC,oui,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,AC,,,AC,plus_moitie,AC,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,secal,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouadda,autre,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,oui,oui,AC,non,,oui,oui,non,non,,sup_moitie,AC,,AC,oui,,,oui,petit,oui,non,,AC,,infection_respi,,maladie,,non,maison,,,oui,autre,,AC,pas_suffisant,distance_infra,,non,,non,oui,non,AC,,AC,,aucun,,aucun,,oui,avec_autre_famille,,,admin_legale,,non,,urgence,,autre,,autre,,,oui,non,non,oui,oui,non,oui,non,non,,oui,non,oui,oui,non,oui,non,oui,oui,non,,riviere,,riviere,,AC,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,AC,,aucun,aucun,aucun,aucun,AC,,non,,chef_communaute,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouadda,boungou_1,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,sup_moitie,jtt,,trente_cinquante,oui,,,oui,petit,oui,non,,autre,,rougeole,,maladie,,nsp,poste_sante,,,oui,poste_sante,,inf_trente_min,insuffisant,qualite_soins,,non,,oui,oui,oui,aucun,,aucun,,aucun,,aucun,,nsp,,,,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,oui,non,non,oui,oui,non,oui,non,non,,non,oui,oui,oui,non,oui,non,oui,oui,non,,riviere,,riviere,,inf_trente_min,oui,insuffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,manque_enseignant,,aucun,aucun,aucun,aucun,finances,,non,,chef_communaute,,non,non,,education,eha,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouadda,gbalikape,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,,0,,non,,,non,,oui,oui,non,non,,sup_moitie,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,diarrhee,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,non,oui,nsp,,nsp,,nsp,,aucun,,oui,avec_autre_famille,,,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,oui,oui,non,non,non,oui,oui,non,,riviere,,riviere,,inf_quinze_min,oui,pas_suffisant,qualite_eau,,,latrine_non_acceptable,,non,non,,non,autre,,aucun,aucun,aucun,aucun,finances,,non,,autre,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouadda,mbringi,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,oui,oui,oui,non,,oui,oui,non,non,,inf_moitie,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,diarrhee,,age,,non,maison,,,oui,centre_sante,,inf_demie_journee,insuffisant,ressource_financiere,,non,,non,non,oui,autre,,aucun,,aucun,,aucun,,oui,avec_autre_famille,,,admin_legale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,oui,oui,oui,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,inf_quinze_min,oui,pas_suffisant,qualite_eau,,,latrine_non_acceptable,,non,non,,oui,,,plus_moitie,majorite,presque_aucun,moins_moitie,finances,,non,,fonctionnaire_gouv,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouandja kotto,sam_ouandja,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,qualite_vie,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,agriculture,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,maison,,,non,,,,pas_suffisant,destruction_combat,,non,,non,non,non,violence_sexuelle,,recrutement_force,,conflit_foncier,,pillage_criminalite,,oui,avec_autre_famille,,bonne,admin_legale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,oui,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,distance,,,latrine_non_acceptable,,non,non,,oui,,,majorite,majorite,presque_aucun,plus_moitie,finances,,non,,chef_communaute,,non,oui,,sante,nutrition,education,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouandja kotto,yangou_1,,,,,,,,,,,,non,,,,oui,oui,minorite,dernier_mois,oui,vakaga,ouanda_djalle,catastrophes_naturelles,,emploi,,,oui,dernier_mois,oui,haute_kotto,bria,,oui,3_dernier_mois,oui,soudan,,qualite_vie,,,oui,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,jtt_agricole,,trente_cinquante,oui,,,oui,petit,oui,oui,,diarrhee,,palu,,maladie,,oui,maison,,,oui,poste_sante,,inf_demie_journee,insuffisant,distance_infra,,non,,non,non,oui,mariage_force,,meurtre_blessure_meme_group,,harcelement,,harcelement,,oui,avec_autre_famille,,bonne,leaders_religieux,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,oui,oui,non,non,,non,oui,oui,oui,non,non,non,oui,oui,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,discrimination,,,latrine_non_acceptable,,non,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,retard_accumule,,non,,chef_communaute,,oui,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouandja kotto,yangou_bamada,,,,,,,,,,,,oui,derniere_annee,conflits_communautaire,,non,oui,majorite,dernier_mois,oui,vakaga,ouanda_djalle,conflits_communautaire,,securite,,,oui,dernier_mois,oui,haute_kotto,ouadda,,oui,6_dernier_mois,oui,soudan,,qualite_vie,,,non,,,,1,1,1,1,1,0,0,1,0,,,1,1,1,1,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,agriculture,,cent_deux_cent,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,oui,centre_sante,,inf_demie_journee,pas_suffisant,medicament_indispo,,non,,non,oui,oui,mariage_force,,recrutement_force,,violence_sexuelle,,enlevement,,oui,engagement_arme,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,puit_non_protege,,riviere,,inf_quinze_min,non,pas_suffisant,indispo_source,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,plus_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouandja kotto,yangou_samba,,,,,,,,,,,,oui,3_dernier_mois,recherche_moyens_subsistances,,non,oui,minorite,dernier_mois,oui,haute_kotto,ouadda,recherche_moyens_subsistances,,emploi,,,oui,6_dernier_mois,oui,haute_kotto,ouadda,,non,,,,,raison_eco,,,non,,,,1,1,1,1,1,0,0,1,0,,,1,1,1,1,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,transformation_mine,,cent_deux_cent,oui,,,non,,,non,,diarrhee,,palu,,maladie,,non,centre_sante,,,oui,centre_sante,,inf_demie_journee,pas_suffisant,medicament_indispo,,non,,non,non,oui,violence_sexuelle,,recrutement_force,,separation_familiale,,enlevement,,oui,mariage,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,habitat_long_terme,,,oui,non,non,oui,oui,non,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,riviere,,riviere,,eau_accessible_lieu,oui,nsp,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,ouadda,ouandja kotto,yangou_wassa,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,oui,majorite,3_dernier_mois,oui,haute_kotto,ouadda,catastrophes_naturelles,,acces_moyen_subsistance,,,oui,3_dernier_mois,oui,vakaga,ouanda_djalle,,oui,6_dernier_mois,oui,soudan,,qualite_vie,,,non,,,,1,0,1,1,1,0,0,1,0,,,1,1,1,1,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,non,,,non,,palu,,palu,,maladie,,non,maison,,,non,,,,nsp,,,non,,non,non,oui,mariage_force,,aucun,,violence_sexuelle,,separation_familiale,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,source_non_amenagee,,autre,,inf_quinze_min,non,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,moins_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,education,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,doungou_2,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,diarrhee,,maladie,,oui,maison,,,non,,,,nsp,,,non,,non,non,non,kidnapping_travail_force,,recrutement_force,,separation_familiale,,pillage_criminalite,,oui,etudes,,,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,non,non,non,non,non,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,autre,,aucun,aucun,aucun,aucun,autre,,non,,chef_communaute,,non,non,,sante,education,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,doungou_3,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,nsp,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,trente_cinquante,oui,,,non,,,non,,diarrhee,,fievre,,maladie,,oui,autre,,,non,,,,pas_suffisant,existence_infra,,non,,non,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,recrutement_force,,non,,,,autorite_locale,,non,,autre,,autre,,autre,,,non,non,non,non,non,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,oui,insuffisant,distance,,,defecation_air_libre_zone_precis,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,autre,,non,,chef_communaute,,non,non,,education,sante,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,guerengou,,,,,,,,,,,,non,,,,oui,oui,inf_moitie,3_dernier_mois,oui,haute_kotto,ouadda,conflits_armes,,emploi,,,oui,dernier_mois,oui,haute_kotto,bria,,non,,,,,nsp,,,non,,,,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,0,,1,,non,,,non,,oui,oui,non,non,,nsp,peche_chasse,,nsp,non,manque_terre,,non,,,non,,palu,,palu,,maladie,,non,maison,,,oui,poste_sante,,inf_demie_journee,pas_suffisant,abs_travailleur_sante,,non,,non,non,oui,mariage_force,,harcelement,,violence_voisins,,travail_force,,oui,perdu_pendant_deplacement,,neutre,autorite_locale,,non,,habitat_long_terme,,batiment_communautaire,,nsp,,,oui,non,non,non,oui,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,inf_quinze_min,non,insuffisant,route_difficile_acces,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,nsp,,non,,chef_communaute,,non,non,,secal,eha,nfi,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,kpokpo,,,,,,,,,,,,non,,,,oui,oui,majorite,AC,oui,AC,AC,conflits_armes,,AC,,,oui,dernier_mois,oui,haute_kotto,AC,,non,,,,,AC,,,non,,,,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,minorite,peche_chasse,,AC,oui,,,non,,,non,,palu,,palu,,maladie,,oui,maison,,,non,,,,pas_suffisant,AC,,non,,non,non,non,separation_familiale,,AC,,violence_sexuelle,,harcelement,,oui,AC,,fragile,autorite_locale,,non,,AC,,AC,,AC,,,oui,non,non,non,oui,non,oui,non,non,,non,non,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,inf_quinze_min,oui,AC,,,,AC,,non,non,,non,destruction_combat,,aucun,aucun,aucun,aucun,autre,,non,,chef_communaute,,non,non,,education,sante,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,mbihi,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,,0,,non,,,non,,oui,non,non,non,,sup_moitie,peche_chasse,,dix_trente,oui,,,oui,petit,non,non,,palu,,fievre,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,insuffisant,medicament_indispo,,non,,non,non,oui,aucun,,aucun,,aucun,,aucun,,oui,avec_autre_famille,,,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,oui,non,non,oui,oui,non,oui,non,non,,oui,non,oui,oui,non,oui,non,non,oui,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,oui,,,plus_moitie,majorite,moins_moitie,plus_moitie,finances,,non,,autre,,non,non,,eha,sante,education,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,yalinga,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,autre,,diarrhee,,maladie,,oui,centre_sante,,,oui,centre_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,non,AC,,recrutement_force,,violence_sexuelle,,AC,,oui,autre,,,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,non,non,non,non,non,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,puit_non_protege,,source_non_amenagee,,inf_quinze_min,oui,insuffisant,AC,,,latrine_non_acceptable,,non,non,,oui,,,plus_moitie,majorite,presque_aucun,plus_moitie,finances,,non,,chef_communaute,,non,non,,sante,education,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,haute_kotto,yalinga,yalinga,yamakale,,,,,,,,,,,,non,,,,oui,oui,minorite,3_dernier_mois,oui,vakaga,ouanda_djalle,conflits_armes,,acces_moyen_subsistance,,,oui,dernier_mois,oui,vakaga,ouanda_djalle,,non,,,,,nsp,,,non,,,,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1,,non,,,non,,oui,oui,non,non,,inf_moitie,peche_chasse,,trente_cinquante,non,insecurite,,non,,,non,,diarrhee,,diarrhee,,maladie,,oui,maison,,,non,,,,pas_suffisant,destruction_combat,,non,,non,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,recrutement_force,,oui,perdu_pendant_deplacement,,fragile,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,oui,non,oui,non,non,,non,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,inf_trente_min,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,destruction_combat,,aucun,aucun,aucun,aucun,retard_accumule,,non,,chef_communaute,,non,non,,sante,eha,subsistance,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bakouma,bakouma,bakouma,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,oui,majorite,dernier_mois,oui,mbomou,bakouma,conflits_armes,,securite,,,oui,3_dernier_mois,oui,mbomou,bakouma,,non,,,,,nsp,,,non,,,,1,1,0,1,0,0,0,0,0,,,1,1,0,0,0,1,0,0,0,1,,0,,oui,oui,oui,oui,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,non,,,non,,palu,,palu,,maladie,,non,maison,,,oui,centre_sante,,inf_heure,insuffisant,medicament_indispo,,nsp,,non,non,oui,harcelement,,nsp,,harcelement,,nsp,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,oui,oui,oui,oui,non,non,non,oui,non,,puit_non_protege,,puit_non_protege,,eau_accessible_lieu,oui,insuffisant,qualite_eau,,,toilette_latrine_acceptable,,non,oui,,oui,,,majorite,majorite,majorite,majorite,finances,,non,,chef_communaute,,non,oui,,protection,sante,nfi,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bakouma,bakouma,nguerefara,,,,,,,,,,,,oui,dernier_mois,AC,,oui,oui,AC,dernier_mois,oui,mbomou,bakouma,AC,,securite,,,AC,,,,,,AC,,,,,,,,non,,,,1,1,AC,AC,AC,0,0,0,0,,,0,AC,AC,0,AC,0,AC,0,0,0,,0,,oui,oui,AC,non,,oui,oui,AC,AC,,AC,AC,,AC,non,AC,,AC,,,non,,AC,,AC,,AC,,oui,AC,,,AC,,,,AC,,,AC,,non,oui,non,AC,,AC,,AC,,AC,,oui,avec_autre_famille,,AC,AC,,non,,habitat_long_terme,,AC,,AC,,,AC,non,non,AC,AC,AC,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,puit_non_protege,,AC,AC,AC,,,,AC,,AC,AC,,AC,,,AC,AC,AC,plus_moitie,AC,,AC,,AC,,non,oui,,AC,AC,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bakouma,bakouma,zacko_4,,,,,,,,,,,,non,,,,non,oui,AC,AC,oui,mbomou,bakouma,conflits_armes,,securite,,,oui,dernier_mois,oui,mbomou,bakouma,,oui,AC,oui,AC,,AC,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,AC,,inf_dix,oui,,,oui,grand,AC,non,,palu,,AC,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,oui,non,non,AC,,AC,,AC,,pillage_criminalite,,oui,AC,,bonne,AC,,non,,habitat_long_terme,,urgence,,AC,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,oui,non,non,non,non,non,oui,non,,AC,,puit_non_protege,,AC,non,insuffisant,AC,,,AC,,non,non,,oui,,,plus_moitie,plus_moitie,moins_moitie,moins_moitie,mouvement_recent,,non,,AC,,oui,non,,AC,sante,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bakouma,bakouma,zime,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,oui,minorite,dernier_mois,nsp,,,conflits_armes,,securite,,,oui,3_dernier_mois,oui,mbomou,bakouma,,oui,nsp,oui,rdc,,baisse_assistance,,,non,,,,1,0,0,1,1,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,non,non,,minorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,maison,,,non,,,,suffisant,,,non,,non,non,oui,harcelement,,recrutement_force,,harcelement,,travail_force,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,oui,oui,oui,non,oui,non,non,,non,oui,non,oui,non,non,oui,non,non,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,oui,suffisant,,,,toilette_latrine_acceptable,,non,non,,oui,,,majorite,majorite,majorite,majorite,enregistrement_impossible,,non,,chef_communaute,,oui,oui,,sante,protection,education,,,,,,,,,,,,,,,
